	SV CODE	SV EXPERIMENT CODE	SV EXPERIMENT QA STATUS	SV EXPERIMENT SNR	SV EXPERIMENT WBW	SV IS A VALID EXPERIMENT?	SV IS A VALID VOXEL?
et2024 	svs000 	idf0000 	NA 	89.51 	5.12 	YES 	YES 	et2024 	svs000 	idf0000 	0 	89.51 	5.12 	0 	0
et2543 	svs000 	idf0000 	NA 	124.86 	5.76 	YES 	YES 	et2543 	svs000 	idf0000 	0 	124.86 	5.76 	0 	0
et2543 	svs000 	idf0001 	NA 	133.77 	5.76 	YES 	YES 	et2543 	svs000 	idf0001 	0 	133.77 	5.76 	0 	0
et2544 	svs000 	idf0000 	NA 	31.87 	7.58 	YES 	YES 	et2544 	svs000 	idf0000 	0 	31.87 	7.58 	0 	0
et2544 	svs000 	idf0001 	NA 	8.46 	7.58 	YES 	YES 	et2544 	svs000 	idf0001 	0 	8.46 	7.58 	0 	0
et2545 	svs000 	idf0000 	NA 	37.4 	7.58 	YES 	YES 	et2545 	svs000 	idf0000 	0 	37.4 	7.58 	0 	0
et2545 	svs000 	idf0001 	NA 	13.17 	7.58 	YES 	YES 	et2545 	svs000 	idf0001 	0 	13.17 	7.58 	0 	0
et2546 	svs000 	idf0000 	NA 	132.76 	4.62 	YES 	YES 	et2546 	svs000 	idf0000 	0 	132.76 	4.62 	0 	0
et2546 	svs000 	idf0001 	NA 	41.47 	4.62 	YES 	YES 	et2546 	svs000 	idf0001 	0 	41.47 	4.62 	0 	0
et2547 	svs000 	idf0000 	NA 	90.17 	7.58 	YES 	YES 	et2547 	svs000 	idf0000 	0 	90.17 	7.58 	0 	0
et2547 	svs000 	idf0001 	NA 	82.04 	7.58 	YES 	YES 	et2547 	svs000 	idf0001 	0 	82.04 	7.58 	0 	0
et2548 	svs000 	idf0000 	NA 	61.26 	4.62 	YES 	YES 	et2548 	svs000 	idf0000 	0 	61.26 	4.62 	0 	0
et2548 	svs000 	idf0001 	NA 	17.74 	4.62 	YES 	YES 	et2548 	svs000 	idf0001 	0 	17.74 	4.62 	0 	0
et2550 	svs000 	idf0000 	NA 	48.02 	7.58 	YES 	YES 	et2550 	svs000 	idf0000 	0 	48.02 	7.58 	0 	0
et2550 	svs000 	idf0001 	NA 			YES 	YES 	et2550 	svs000 	idf0001 	0 	0.0 	0.0 	0 	0
et2550 	svs000 	idf0002 	NA 	27.66 	7.58 	YES 	YES 	et2550 	svs000 	idf0002 	0 	27.66 	7.58 	0 	0
et2551 	svs000 	idf0000 	NA 	67.85 	7.58 	YES 	YES 	et2551 	svs000 	idf0000 	0 	67.85 	7.58 	0 	0
et2551 	svs000 	idf0001 	NA 	35.43 	7.58 	YES 	YES 	et2551 	svs000 	idf0001 	0 	35.43 	7.58 	0 	0
et2552 	svs000 	idf0000 	NA 			YES 	YES 	et2552 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
et2552 	svs000 	idf0001 	NA 	93.42 	2.52 	YES 	YES 	et2552 	svs000 	idf0001 	0 	93.42 	2.52 	0 	0
et2552 	svs000 	idf0002 	NA 	54.89 	7.58 	YES 	YES 	et2552 	svs000 	idf0002 	0 	54.89 	7.58 	0 	0
et2554 	svs000 	idf0002 	NA 	33.16 	16.59 	YES 	YES 	et2554 	svs000 	idf0002 	0 	33.16 	16.59 	0 	0
et2554 	svs001 	idf0000 	NA 	57.84 	18.01 	YES 	YES 	et2554 	svs001 	idf0000 	0 	57.84 	18.01 	0 	0
et2556 	svs000 	idf0000 	NA 	49.28 	7.58 	YES 	YES 	et2556 	svs000 	idf0000 	0 	49.28 	7.58 	0 	0
et2556 	svs000 	idf0001 	NA 	49.3 	7.58 	YES 	YES 	et2556 	svs000 	idf0001 	0 	49.3 	7.58 	0 	0
et2557 	svs000 	idf0000 	NA 	195.21 	4.62 	YES 	YES 	et2557 	svs000 	idf0000 	0 	195.21 	4.62 	0 	0
et2557 	svs000 	idf0001 	NA 	558.02 	4.62 	YES 	YES 	et2557 	svs000 	idf0001 	0 	558.02 	4.62 	0 	0
et2558 	svs000 	idf0000 	NA 			YES 	YES 	et2558 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
et2558 	svs000 	idf0001 	NA 	55.98 	7.58 	YES 	YES 	et2558 	svs000 	idf0001 	0 	55.98 	7.58 	0 	0
et2558 	svs000 	idf0002 	NA 	11.31 	7.58 	YES 	YES 	et2558 	svs000 	idf0002 	0 	11.31 	7.58 	0 	0
et2559 	svs000 	idf0000 	NA 	40.76 	7.58 	YES 	YES 	et2559 	svs000 	idf0000 	0 	40.76 	7.58 	0 	0
et2560 	svs000 	idf0000 	NA 	26.17 	2.52 	YES 	YES 	et2560 	svs000 	idf0000 	0 	26.17 	2.52 	0 	0
et2560 	svs000 	idf0001 	NA 	18.65 	2.52 	YES 	YES 	et2560 	svs000 	idf0001 	0 	18.65 	2.52 	0 	0
et2561 	svs000 	idf0000 	NA 	48.13 	4.62 	YES 	YES 	et2561 	svs000 	idf0000 	0 	48.13 	4.62 	0 	0
et2562 	svs000 	idf0000 	NA 	28.78 	7.58 	YES 	YES 	et2562 	svs000 	idf0000 	0 	28.78 	7.58 	0 	0
et2562 	svs000 	idf0001 	NA 	18.99 	7.58 	YES 	YES 	et2562 	svs000 	idf0001 	0 	18.99 	7.58 	0 	0
et2563 	svs000 	idf0000 	NA 	17.45 	6.58 	YES 	YES 	et2563 	svs000 	idf0000 	0 	17.45 	6.58 	0 	0
et2563 	svs000 	idf0001 	NA 	16.71 	6.34 	YES 	YES 	et2563 	svs000 	idf0001 	0 	16.71 	6.34 	0 	0
et2564 	svs000 	idf0000 	NA 	51.23 	4.39 	YES 	YES 	et2564 	svs000 	idf0000 	0 	51.23 	4.39 	0 	0
et2564 	svs000 	idf0001 	NA 	49.39 	4.63 	YES 	YES 	et2564 	svs000 	idf0001 	0 	49.39 	4.63 	0 	0
et2869 	svs000 	idf0000 	NA 	35.79 	4.93 	YES 	YES 	et2869 	svs000 	idf0000 	0 	35.79 	4.93 	0 	0
et2869 	svs000 	idf0001 	NA 	16.07 	4.93 	YES 	YES 	et2869 	svs000 	idf0001 	0 	16.07 	4.93 	0 	0
et2870 	svs000 	idf0000 	NA 	38 	3.61 	YES 	YES 	et2870 	svs000 	idf0000 	0 	38.0 	3.61 	0 	0
et2870 	svs000 	idf0001 	NA 	19.4 	2.9 	YES 	YES 	et2870 	svs000 	idf0001 	0 	19.4 	2.9 	0 	0
et2871 	svs000 	idf0000 	NA 	89.2 	2.75 	YES 	YES 	et2871 	svs000 	idf0000 	0 	89.2 	2.75 	0 	0
et2871 	svs000 	idf0003 	NA 	30.8 	2.42 	YES 	YES 	et2871 	svs000 	idf0003 	0 	30.8 	2.42 	0 	0
et2872 	svs000 	idf0002 	NA 	30.25 	3.8 	YES 	YES 	et2872 	svs000 	idf0002 	0 	30.25 	3.8 	0 	0
et2872 	svs001 	idf0001 	NA 	44.5 	4.3 	YES 	YES 	et2872 	svs001 	idf0001 	0 	44.5 	4.3 	0 	0
et2873 	svs000 	idf0000 	NA 	45.4 	4.1 	YES 	YES 	et2873 	svs000 	idf0000 	0 	45.4 	4.1 	0 	0
et2873 	svs000 	idf0001 	NA 	32.77 	3.6 	YES 	YES 	et2873 	svs000 	idf0001 	0 	32.77 	3.6 	0 	0
et2875 	svs000 	idf0000 	NA 	29.01 	4.62 	YES 	YES 	et2875 	svs000 	idf0000 	0 	29.01 	4.62 	0 	0
et2875 	svs000 	idf0001 	NA 	30.92 	4.62 	YES 	YES 	et2875 	svs000 	idf0001 	0 	30.92 	4.62 	0 	0
et2876 	svs000 	idf0001 	NA 	16.11 	3.3 	YES 	YES 	et2876 	svs000 	idf0001 	0 	16.11 	3.3 	0 	0
et2876 	svs000 	idf0002 	NA 	7.84 	2.4 	YES 	YES 	et2876 	svs000 	idf0002 	0 	7.84 	2.4 	0 	0
et2877 	svs000 	idf0000 	NA 	15.57 	3.5 	YES 	YES 	et2877 	svs000 	idf0000 	0 	15.57 	3.5 	0 	0
et2878 	svs000 	idf0000 	NA 	22.91 	3.8 	YES 	YES 	et2878 	svs000 	idf0000 	0 	22.91 	3.8 	0 	0
et2879 	svs000 	idf0000 	NA 	82.4 	4.62 	YES 	YES 	et2879 	svs000 	idf0000 	0 	82.4 	4.62 	0 	0
et2879 	svs000 	idf0001 	NA 	32.87 	4.62 	YES 	YES 	et2879 	svs000 	idf0001 	0 	32.87 	4.62 	0 	0
et2880 	svs000 	idf0000 	NA 	42.42 	4.62 	YES 	YES 	et2880 	svs000 	idf0000 	0 	42.42 	4.62 	0 	0
et2880 	svs000 	idf0001 	NA 	26.95 	4.62 	YES 	YES 	et2880 	svs000 	idf0001 	0 	26.95 	4.62 	0 	0
et2881 	svs000 	idf0000 	NA 	21.75 	11.1 	YES 	YES 	et2881 	svs000 	idf0000 	0 	21.75 	11.1 	0 	0
et2882 	svs000 	idf0000 	NA 	98.74 	4.62 	YES 	YES 	et2882 	svs000 	idf0000 	0 	98.74 	4.62 	0 	0
et2882 	svs000 	idf0001 	NA 	16.92 	4.62 	YES 	YES 	et2882 	svs000 	idf0001 	0 	16.92 	4.62 	0 	0
et2883 	svs000 	idf0000 	NA 	97.26 	4.62 	YES 	YES 	et2883 	svs000 	idf0000 	0 	97.26 	4.62 	0 	0
et2883 	svs000 	idf0001 	NA 	43.39 	4.62 	YES 	YES 	et2883 	svs000 	idf0001 	0 	43.39 	4.62 	0 	0
et2884 	svs000 	idf0000 	NA 	35.56 	4.7 	YES 	YES 	et2884 	svs000 	idf0000 	0 	35.56 	4.7 	0 	0
et2886 	svs000 	idf0000 	NA 	13.2 	2.7 	YES 	YES 	et2886 	svs000 	idf0000 	0 	13.2 	2.7 	0 	0
et2887 	svs000 	idf0000 	NA 	23.66 	3.2 	YES 	YES 	et2887 	svs000 	idf0000 	0 	23.66 	3.2 	0 	0
et2888 	svs000 	idf0000 	NA 	19.14 	5.6 	YES 	YES 	et2888 	svs000 	idf0000 	0 	19.14 	5.6 	0 	0
et2891 	svs000 	idf0000 	NA 	35.01 	4.62 	YES 	YES 	et2891 	svs000 	idf0000 	0 	35.01 	4.62 	0 	0
et2891 	svs000 	idf0001 	NA 			YES 	YES 	et2891 	svs000 	idf0001 	0 	0.0 	0.0 	0 	0
et2891 	svs000 	idf0003 	NA 	38.57 	4.62 	YES 	YES 	et2891 	svs000 	idf0003 	0 	38.57 	4.62 	0 	0
et2892 	svs000 	idf0000 	NA 	25.8 	4.62 	YES 	YES 	et2892 	svs000 	idf0000 	0 	25.8 	4.62 	0 	0
et2892 	svs000 	idf0001 	NA 	9.31 	4.62 	YES 	YES 	et2892 	svs000 	idf0001 	0 	9.31 	4.62 	0 	0
et2893 	svs000 	idf0000 	NA 	111.68 	4.14 	YES 	YES 	et2893 	svs000 	idf0000 	0 	111.68 	4.14 	0 	0
et2893 	svs000 	idf0001 	NA 	153.58 	4.14 	YES 	YES 	et2893 	svs000 	idf0001 	0 	153.58 	4.14 	0 	0
et2894 	svs000 	idf0000 	NA 	46.1 	4.63 	YES 	YES 	et2894 	svs000 	idf0000 	0 	46.1 	4.63 	0 	0
et2894 	svs000 	idf0001 	NA 	10.09 	4.63 	YES 	YES 	et2894 	svs000 	idf0001 	0 	10.09 	4.63 	0 	0
et2895 	svs000 	idf0001 	NA 	20.36 	4.14 	YES 	YES 	et2895 	svs000 	idf0001 	0 	20.36 	4.14 	0 	0
et2895 	svs000 	idf0002 	NA 	59.29 	4.88 	YES 	YES 	et2895 	svs000 	idf0002 	0 	59.29 	4.88 	0 	0
et2896 	svs000 	idf0000 	NA 	52.8 	3.9 	YES 	YES 	et2896 	svs000 	idf0000 	0 	52.8 	3.9 	0 	0
et2896 	svs000 	idf0001 	NA 	51.3 	3.66 	YES 	YES 	et2896 	svs000 	idf0001 	0 	51.3 	3.66 	0 	0
et2897 	svs000 	idf0000 	NA 	42.2 	11.5 	YES 	YES 	et2897 	svs000 	idf0000 	0 	42.2 	11.5 	0 	0
et2897 	svs000 	idf0001 	NA 	12.6 	10.7 	YES 	YES 	et2897 	svs000 	idf0001 	0 	12.6 	10.7 	0 	0
et2898 	svs000 	idf0000 	NA 	73 	4.39 	YES 	YES 	et2898 	svs000 	idf0000 	0 	73.0 	4.39 	0 	0
et2898 	svs000 	idf0001 	NA 	51.8 	3.9 	YES 	YES 	et2898 	svs000 	idf0001 	0 	51.8 	3.9 	0 	0
et2899 	svs000 	idf0000 	NA 	38.75 	4.14 	YES 	YES 	et2899 	svs000 	idf0000 	0 	38.75 	4.14 	0 	0
et2899 	svs000 	idf0003 	NA 	51.91 	4.63 	YES 	YES 	et2899 	svs000 	idf0003 	0 	51.91 	4.63 	0 	0
et2901 	svs000 	idf0000 	NA 	28.68 	3.66 	YES 	YES 	et2901 	svs000 	idf0000 	0 	28.68 	3.66 	0 	0
et2901 	svs000 	idf0001 	NA 	18.1 	3.66 	YES 	YES 	et2901 	svs000 	idf0001 	0 	18.1 	3.66 	0 	0
et2903 	svs000 	idf0000 	NA 	18.1 	3.66 	YES 	YES 	et2903 	svs000 	idf0000 	0 	18.1 	3.66 	0 	0
et2903 	svs000 	idf0001 	NA 	25.7 	3.66 	YES 	YES 	et2903 	svs000 	idf0001 	0 	25.7 	3.66 	0 	0
et2904 	svs000 	idf0000 	NA 	72.42 	3.66 	YES 	YES 	et2904 	svs000 	idf0000 	0 	72.42 	3.66 	0 	0
et2904 	svs000 	idf0001 	NA 	10.29 	3.66 	YES 	YES 	et2904 	svs000 	idf0001 	0 	10.29 	3.66 	0 	0
et2906 	svs000 	idf0000 	NA 	61.7 	4.39 	YES 	YES 	et2906 	svs000 	idf0000 	0 	61.7 	4.39 	0 	0
et2906 	svs000 	idf0001 	NA 	36.4 	2.68 	YES 	YES 	et2906 	svs000 	idf0001 	0 	36.4 	2.68 	0 	0
et2907 	svs000 	idf0000 	NA 	11.58 	1.34 	YES 	YES 	et2907 	svs000 	idf0000 	0 	11.58 	1.34 	0 	0
et2907 	svs000 	idf0001 	NA 	11.58 	0.92 	YES 	YES 	et2907 	svs000 	idf0001 	0 	11.58 	0.92 	0 	0
et2908 	svs000 	idf0000 	NA 	12.95 	0.88 	YES 	YES 	et2908 	svs000 	idf0000 	0 	12.95 	0.88 	0 	0
et2908 	svs000 	idf0002 	NA 	16.2 	1.11 	YES 	YES 	et2908 	svs000 	idf0002 	0 	16.2 	1.11 	0 	0
et2909 	svs000 	idf0000 	NA 	59 	3.9 	YES 	YES 	et2909 	svs000 	idf0000 	0 	59.0 	3.9 	0 	0
et2910 	svs000 	idf0001 	NA 	21.17 	4.23 	YES 	YES 	et2910 	svs000 	idf0001 	0 	21.17 	4.23 	0 	0
et2911 	svs000 	idf0000 	NA 	46.29 	3.55 	YES 	YES 	et2911 	svs000 	idf0000 	0 	46.29 	3.55 	0 	0
et2911 	svs000 	idf0001 	NA 	67.22 	4.02 	YES 	YES 	et2911 	svs000 	idf0001 	0 	67.22 	4.02 	0 	0
et2912 	svs000 	idf0000 	NA 	46.29 	5.48 	YES 	YES 	et2912 	svs000 	idf0000 	0 	46.29 	5.48 	0 	0
et2912 	svs000 	idf0001 	NA 	67.22 	5.71 	YES 	YES 	et2912 	svs000 	idf0001 	0 	67.22 	5.71 	0 	0
et2913 	svs000 	idf0000 	NA 	9.45 	4.42 	YES 	YES 	et2913 	svs000 	idf0000 	0 	9.45 	4.42 	0 	0
et2914 	svs000 	idf0000 	NA 	27.7 	2.49 	YES 	YES 	et2914 	svs000 	idf0000 	0 	27.7 	2.49 	0 	0
et2914 	svs000 	idf0001 	NA 	26.97 	2.25 	YES 	YES 	et2914 	svs000 	idf0001 	0 	26.97 	2.25 	0 	0
et2915 	svs000 	idf0000 	NA 	44.8 	3.1 	YES 	YES 	et2915 	svs000 	idf0000 	0 	44.8 	3.1 	0 	0
et2915 	svs000 	idf0001 	NA 	34.7 	2.9 	YES 	YES 	et2915 	svs000 	idf0001 	0 	34.7 	2.9 	0 	0
et2916 	svs000 	idf0000 	NA 	88.42 	4.64 	YES 	YES 	et2916 	svs000 	idf0000 	0 	88.42 	4.64 	0 	0
et2916 	svs000 	idf0001 	NA 	78.98 	4.16 	YES 	YES 	et2916 	svs000 	idf0001 	0 	78.98 	4.16 	0 	0
et2917 	svs000 	idf0000 	NA 	14.96 	4.5 	YES 	YES 	et2917 	svs000 	idf0000 	0 	14.96 	4.5 	0 	0
et2917 	svs000 	idf0001 	NA 	9.33 	4.1 	YES 	YES 	et2917 	svs000 	idf0001 	0 	9.33 	4.1 	0 	0
et2918 	svs000 	idf0000 	NA 	54.55 	5.75 	YES 	YES 	et2918 	svs000 	idf0000 	0 	54.55 	5.75 	0 	0
et2918 	svs000 	idf0001 	NA 	41.36 	5.03 	YES 	YES 	et2918 	svs000 	idf0001 	0 	41.36 	5.03 	0 	0
et2919 	svs000 	idf0000 	NA 	50.49 	6.7 	YES 	YES 	et2919 	svs000 	idf0000 	0 	50.49 	6.7 	0 	0
et2919 	svs000 	idf0001 	NA 	8.51 	5.9 	YES 	YES 	et2919 	svs000 	idf0001 	0 	8.51 	5.9 	0 	0
et2920 	svs000 	idf0000 	NA 	43.53 	3.66 	YES 	YES 	et2920 	svs000 	idf0000 	0 	43.53 	3.66 	0 	0
et2920 	svs000 	idf0001 	NA 	21.29 	3.66 	YES 	YES 	et2920 	svs000 	idf0001 	0 	21.29 	3.66 	0 	0
et2921 	svs000 	idf0000 	NA 	59.44 	4.62 	YES 	YES 	et2921 	svs000 	idf0000 	0 	59.44 	4.62 	0 	0
et2921 	svs000 	idf0001 	NA 	49.96 	4.62 	YES 	YES 	et2921 	svs000 	idf0001 	0 	49.96 	4.62 	0 	0
et2923 	svs000 	idf0000 	NA 	57.14 	3.66 	YES 	YES 	et2923 	svs000 	idf0000 	0 	57.14 	3.66 	0 	0
et2923 	svs000 	idf0001 	NA 	56.43 	3.66 	YES 	YES 	et2923 	svs000 	idf0001 	0 	56.43 	3.66 	0 	0
et2925 	svs002 	idf0000 	NA 	53.9 	5.64 	YES 	YES 	et2925 	svs002 	idf0000 	0 	53.9 	5.64 	0 	0
et2925 	svs002 	idf0001 	NA 	107.95 	6.08 	YES 	YES 	et2925 	svs002 	idf0001 	0 	107.95 	6.08 	0 	0
et2926 	svs002 	idf0001 	NA 	14.28 	4.46 	YES 	YES 	et2926 	svs002 	idf0001 	0 	14.28 	4.46 	0 	0
et2926 	svs002 	idf0002 	NA 	18.23 	4.78 	YES 	YES 	et2926 	svs002 	idf0002 	0 	18.23 	4.78 	0 	0
et2927 	svs003 	idf0000 	NA 	62.36 	4.46 	YES 	YES 	et2927 	svs003 	idf0000 	0 	62.36 	4.46 	0 	0
et2927 	svs003 	idf0001 	NA 	61.16 	4.81 	YES 	YES 	et2927 	svs003 	idf0001 	0 	61.16 	4.81 	0 	0
et2927 	svs004 	idf0000 	NA 	33.52 	5.35 	YES 	YES 	et2927 	svs004 	idf0000 	0 	33.52 	5.35 	0 	0
et2928 	svs003 	idf0000 	NA 	22.83 	2.58 	YES 	YES 	et2928 	svs003 	idf0000 	0 	22.83 	2.58 	0 	0
et2928 	svs003 	idf0001 	NA 			YES 	YES 	et2928 	svs003 	idf0001 	0 	0.0 	0.0 	0 	0
et2928 	svs004 	idf0000 	NA 	34.03 	5.13 	YES 	YES 	et2928 	svs004 	idf0000 	0 	34.03 	5.13 	0 	0
et2933 	svs000 	idf0002 	NA 	43.5 	4.88 	YES 	YES 	et2933 	svs000 	idf0002 	0 	43.5 	4.88 	0 	0
et2933 	svs000 	idf0003 	NA 	45.18 	4.14 	YES 	YES 	et2933 	svs000 	idf0003 	0 	45.18 	4.14 	0 	0
et2936 	svs000 	idf0000 	NA 	18.87 	4.73 	YES 	YES 	et2936 	svs000 	idf0000 	0 	18.87 	4.73 	0 	0
et2936 	svs000 	idf0002 	NA 	7.15 	4.79 	YES 	YES 	et2936 	svs000 	idf0002 	0 	7.15 	4.79 	0 	0
et2937 	svs000 	idf0000 	NA 	33.82 	4.62 	YES 	YES 	et2937 	svs000 	idf0000 	0 	33.82 	4.62 	0 	0
et2937 	svs000 	idf0001 	NA 	20.08 	4.62 	YES 	YES 	et2937 	svs000 	idf0001 	0 	20.08 	4.62 	0 	0
et2938 	svs000 	idf0000 	NA 	66.69 	4.62 	YES 	YES 	et2938 	svs000 	idf0000 	0 	66.69 	4.62 	0 	0
et2938 	svs000 	idf0001 	NA 	71.43 	4.62 	YES 	YES 	et2938 	svs000 	idf0001 	0 	71.43 	4.62 	0 	0
et2940 	svs000 	idf0000 	NA 	77.63 	4.62 	YES 	YES 	et2940 	svs000 	idf0000 	0 	77.63 	4.62 	0 	0
et2940 	svs000 	idf0001 	NA 	83.1 	4.62 	YES 	YES 	et2940 	svs000 	idf0001 	0 	83.1 	4.62 	0 	0
et2941 	svs000 	idf0000 	NA 	37.7 	4.62 	YES 	YES 	et2941 	svs000 	idf0000 	0 	37.7 	4.62 	0 	0
et2941 	svs000 	idf0001 	NA 	10.41 	4.62 	YES 	YES 	et2941 	svs000 	idf0001 	0 	10.41 	4.62 	0 	0
et2943 	svs000 	idf0001 	NA 	33.9 	3.25 	YES 	YES 	et2943 	svs000 	idf0001 	0 	33.9 	3.25 	0 	0
et2943 	svs000 	idf0002 	NA 	20.46 	3.5 	YES 	YES 	et2943 	svs000 	idf0002 	0 	20.46 	3.5 	0 	0
et2949 	svs000 	idf0000 	NA 	41.4 	2.75 	YES 	YES 	et2949 	svs000 	idf0000 	0 	41.4 	2.75 	0 	0
et2949 	svs000 	idf0002 	NA 	211 	3.75 	YES 	YES 	et2949 	svs000 	idf0002 	0 	211.0 	3.75 	0 	0
et2950 	svs000 	idf0000 	NA 	19.5 	4.68 	YES 	YES 	et2950 	svs000 	idf0000 	0 	19.5 	4.68 	0 	0
et2950 	svs000 	idf0001 	NA 	5.73 	4.35 	YES 	YES 	et2950 	svs000 	idf0001 	0 	5.73 	4.35 	0 	0
et2951 	svs000 	idf0000 	NA 	62.96 	4.44 	YES 	YES 	et2951 	svs000 	idf0000 	0 	62.96 	4.44 	0 	0
et2951 	svs000 	idf0001 	NA 	6.88 	4.76 	YES 	YES 	et2951 	svs000 	idf0001 	0 	6.88 	4.76 	0 	0
et2952 	svs000 	idf0000 	NA 	112 	2.85 	YES 	YES 	et2952 	svs000 	idf0000 	0 	112.0 	2.85 	0 	0
et2952 	svs000 	idf0002 	NA 	81.9 	2.53 	YES 	YES 	et2952 	svs000 	idf0002 	0 	81.9 	2.53 	0 	0
et2953 	svs000 	idf0000 	NA 	57.04 	3.88 	YES 	YES 	et2953 	svs000 	idf0000 	0 	57.04 	3.88 	0 	0
et2954 	svs000 	idf0000 	NA 	15.2 	2.77 	YES 	YES 	et2954 	svs000 	idf0000 	0 	15.2 	2.77 	0 	0
et2954 	svs000 	idf0001 	NA 	15.4 	2.65 	YES 	YES 	et2954 	svs000 	idf0001 	0 	15.4 	2.65 	0 	0
et2955 	svs000 	idf0001 	NA 	75.7 	4.43 	YES 	YES 	et2955 	svs000 	idf0001 	0 	75.7 	4.43 	0 	0
et2956 	svs000 	idf0000 	NA 		4.7 	YES 	YES 	et2956 	svs000 	idf0000 	0 	0.0 	4.7 	0 	0
et2957 	svs000 	idf0001 	NA 	47.21 	6.08 	YES 	YES 	et2957 	svs000 	idf0001 	0 	47.21 	6.08 	0 	0
et2958 	svs000 	idf0001 	NA 	49.62 	3.15 	YES 	YES 	et2958 	svs000 	idf0001 	0 	49.62 	3.15 	0 	0
et2958 	svs000 	idf0002 	NA 	33.43 	3.12 	YES 	YES 	et2958 	svs000 	idf0002 	0 	33.43 	3.12 	0 	0
et2959 	svs000 	idf0001 	NA 	33.72 	4.08 	YES 	YES 	et2959 	svs000 	idf0001 	0 	33.72 	4.08 	0 	0
et2960 	svs000 	idf0002 	NA 	86.55 	5.32 	YES 	YES 	et2960 	svs000 	idf0002 	0 	86.55 	5.32 	0 	0
et2960 	svs000 	idf0003 	NA 	55.45 	5.19 	YES 	YES 	et2960 	svs000 	idf0003 	0 	55.45 	5.19 	0 	0
et2961 	svs000 	idf0002 	NA 	38.36 	2.84 	YES 	YES 	et2961 	svs000 	idf0002 	0 	38.36 	2.84 	0 	0
et2961 	svs000 	idf0003 	NA 	14.85 	2.39 	YES 	YES 	et2961 	svs000 	idf0003 	0 	14.85 	2.39 	0 	0
et2962 	svs000 	idf0001 	NA 	76.52 	6.02 	YES 	YES 	et2962 	svs000 	idf0001 	0 	76.52 	6.02 	0 	0
et2963 	svs000 	idf0001 	NA 	110.37 	3.73 	YES 	YES 	et2963 	svs000 	idf0001 	0 	110.37 	3.73 	0 	0
et2964 	svs000 	idf0002 	NA 	61.67 	3.89 	YES 	YES 	et2964 	svs000 	idf0002 	0 	61.67 	3.89 	0 	0
et2964 	svs000 	idf0003 	NA 	20.28 	3.94 	YES 	YES 	et2964 	svs000 	idf0003 	0 	20.28 	3.94 	0 	0
et2965 	svs000 	idf0001 	NA 	20.61 	11.21 	YES 	YES 	et2965 	svs000 	idf0001 	0 	20.61 	11.21 	0 	0
et2966 	svs000 	idf0001 	NA 	73.82 	2.71 	YES 	YES 	et2966 	svs000 	idf0001 	0 	73.82 	2.71 	0 	0
et2968 	svs000 	idf0001 	NA 	272.22 	4.87 	YES 	YES 	et2968 	svs000 	idf0001 	0 	272.22 	4.87 	0 	0
et2969 	svs000 	idf0001 	NA 	40.44 	4.01 	YES 	YES 	et2969 	svs000 	idf0001 	0 	40.44 	4.01 	0 	0
et2970 	svs000 	idf0001 	NA 	121.51 	5.64 	YES 	YES 	et2970 	svs000 	idf0001 	0 	121.51 	5.64 	0 	0
et2971 	svs000 	idf0001 	NA 	121.51 	13.98 	YES 	YES 	et2971 	svs000 	idf0001 	0 	121.51 	13.98 	0 	0
et2972 	svs000 	idf0001 	NA 	11.27 	11.97 	YES 	YES 	et2972 	svs000 	idf0001 	0 	11.27 	11.97 	0 	0
et2973 	svs000 	idf0001 	NA 	124.41 	6.69 	YES 	YES 	et2973 	svs000 	idf0001 	0 	124.41 	6.69 	0 	0
et2974 	svs000 	idf0001 	NA 	14.35 	2.83 	YES 	YES 	et2974 	svs000 	idf0001 	0 	14.35 	2.83 	0 	0
et2975 	svs000 	idf0002 	NA 	23.82 	5.29 	YES 	YES 	et2975 	svs000 	idf0002 	0 	23.82 	5.29 	0 	0
et2976 	svs000 	idf0002 	NA 	95.51 	5.92 	YES 	YES 	et2976 	svs000 	idf0002 	0 	95.51 	5.92 	0 	0
et2977 	svs000 	idf0000 	NA 	43.5 	4.7 	YES 	YES 	et2977 	svs000 	idf0000 	0 	43.5 	4.7 	0 	0
et2977 	svs000 	idf0001 	NA 			YES 	YES 	et2977 	svs000 	idf0001 	0 	0.0 	0.0 	0 	0
et2978 	svs000 	idf0002 	NA 		5.61 	YES 	YES 	et2978 	svs000 	idf0002 	0 	0.0 	5.61 	0 	0
et2978 	svs000 	idf0003 	NA 		6.34 	YES 	YES 	et2978 	svs000 	idf0003 	0 	0.0 	6.34 	0 	0
et2979 	svs000 	idf0000 	NA 	76.5 	3.41 	YES 	YES 	et2979 	svs000 	idf0000 	0 	76.5 	3.41 	0 	0
et2979 	svs000 	idf0001 	NA 	28.5 	3.66 	YES 	YES 	et2979 	svs000 	idf0001 	0 	28.5 	3.66 	0 	0
et2980 	svs000 	idf0000 	NA 	79.9 	5.61 	YES 	YES 	et2980 	svs000 	idf0000 	0 	79.9 	5.61 	0 	0
et2980 	svs000 	idf0001 	NA 	79.9 	5.61 	YES 	YES 	et2980 	svs000 	idf0001 	0 	79.9 	5.61 	0 	0
et2981 	svs000 	idf0000 	NA 	19.9 	3.41 	YES 	YES 	et2981 	svs000 	idf0000 	0 	19.9 	3.41 	0 	0
